#time #flux_forward #flux_backward
0 0.0 0.0
10 0.0 0.213333333333
20 0.0 0.44
30 0.0 0.513333333333
40 0.0 0.533333333333
50 0.0 0.67
60 0.0 0.696666666667
70 0.0 0.705555555556
80 0.0 0.714622222222
90 0.0 0.779659259259
100 0.00118148148148 0.782148148148
110 0.00154814814815 0.836150123457
120 0.00234335802469 0.845039012346
130 0.0023569382716 0.847261234568
140 0.00240908093278 0.861493078189
150 0.00249056241427 0.866340814815
160 0.00255382462277 0.881743481481
170 0.00255382462277 0.881743481481
180 0.00256932894376 0.921105879973
190 0.00260360024005 0.933075775117
200 0.00261378542524 0.938409118643
210 0.00262283892318 0.939363221938
220 0.00262686781207 0.939430474483
230 0.00263106865158 0.944517979818
240 0.0026342558882 0.944517979818
250 0.00263746233539 0.945209282307
260 0.00264450241598 0.945869905161
270 0.00264450241598 0.945917803384
280 0.00264450241598 0.945917803384
290 0.00264450241598 0.945917803384
300 0.00264450241598 0.946058596479
310 0.00264450241598 0.947208673161
320 0.00264450241598 0.947671084224
330 0.00264450241598 0.948801484466
340 0.00264450241598 0.948801484466
350 0.00264450241598 0.948919348227
360 0.00264453726844 0.949037888259
370 0.00264454114094 0.949037888259
380 0.00264454114094 0.949037888259
390 0.00264454114094 0.951483495368
400 0.00264454114094 0.954063908151
410 0.00264454114094 0.954467632604
420 0.00264454114094 0.954467671336
430 0.00264454114094 0.95495214068
440 0.00264454114094 0.95495214068
450 0.00264454114094 0.955049034548
460 0.00264454114094 0.955049034548
470 0.00264454114094 0.955049081095
480 0.00264454114094 0.955049081095
490 0.00264454114094 0.955074248287
500 0.00264454114094 0.955145982432
510 0.00264454114094 0.955145982432
520 0.00264454114094 0.955209575935
530 0.00264454114094 0.955209575935
540 0.00264454114094 0.955209575935
550 0.00264454114094 0.955209575935
560 0.00264454114094 0.955209575935
570 0.00264454114094 0.955209575935
580 0.00264454114094 0.955217440683
590 0.00264454114094 0.955217440683
600 0.00264454114094 0.955219013632
610 0.00264454114094 0.955220094595
