#time #flux_forward #flux_backward
0 0.0 0.0
10 0.0 0.0
20 0.0 0.0
30 0.0 0.0
40 0.0 0.0
50 0.0 0.0
60 0.0 0.0
70 0.0172 0.0333333333333
80 0.0252 0.0493333333333
90 0.0286833333333 0.0913333333333
100 0.052387037037 0.101333333333
110 0.162272222222 0.149751851852
120 0.20405 0.184337037037
130 0.247409259259 0.191537037037
140 0.278890740741 0.199537037037
150 0.289341666667 0.220166666667
160 0.289341666667 0.242903292181
170 0.294216666667 0.242903292181
180 0.326136111111 0.27081563786
190 0.340724588477 0.283704526749
200 0.360836316872 0.283704526749
210 0.412561419753 0.283704526749
220 0.412561419753 0.283704526749
230 0.412561419753 0.288951440329
240 0.424364266118 0.288951440329
250 0.453228155007 0.288951440329
260 0.468893472794 0.293491872428
270 0.468893472794 0.293491872428
280 0.487389991998 0.299055205761
290 0.503415272062 0.299055205761
300 0.503415272062 0.30105973251
310 0.503415272062 0.303064259259
320 0.505541815272 0.303064259259
330 0.508399291267 0.303064259259
340 0.516195896205 0.303064259259
350 0.528313843164 0.30437627572
360 0.537818232739 0.30437627572
370 0.537818232739 0.30437627572
380 0.537818232739 0.304611145405
390 0.546958897234 0.304864116598
400 0.553141700994 0.305191496977
410 0.558708831267 0.305191496977
420 0.55951932904 0.305191496977
430 0.562730949195 0.305191496977
440 0.563787635252 0.305191496977
450 0.568014379481 0.305307394618
460 0.569318677363 0.305307394618
470 0.569318677363 0.305307394618
480 0.571726039487 0.305307394618
490 0.571726039487 0.305418309801
500 0.572394637935 0.305455293693
510 0.573039144178 0.305519039125
520 0.573380987637 0.305526240628
530 0.573715286861 0.305548868861
540 0.57388620859 0.305562416381
550 0.574119631192 0.30556849987
560 0.574496685534 0.305574583359
570 0.575817908841 0.305574583359
580 0.575822288953 0.305574583359
590 0.575822288953 0.305583585237
600 0.575822288953 0.305597498005
610 0.576104207825 0.305597498005
620 0.576191869379 0.305599561437
630 0.576211705323 0.305602824618
640 0.576214284613 0.305603224701
650 0.576214284613 0.30560494081
660 0.576218891881 0.305605972526
670 0.576220545017 0.305605972526
680 0.57623281593 0.305606572651
690 0.576233640706 0.305606572651
700 0.576235308647 0.305606772693
710 0.576236151812 0.305608175264
720 0.576240148778 0.305609463966
730 0.576240839868 0.305609740597
740 0.576241070231 0.305609931656
750 0.576241658438 0.305610010085
760 0.576242444121 0.305610010085
770 0.576242751273 0.305610018046
780 0.576243042435 0.305610037152
790 0.576243595697 0.305610091285
800 0.576244506295 0.305610147359
810 0.576244813446 0.305610160096
820 0.576245134993 0.305610162399
830 0.576245301469 0.305610162399
840 0.57624558914 0.305610166143
850 0.57624604392 0.305610169598
860 0.576246377505 0.305610169598
870 0.576246825664 0.305610177789
880 0.576247337416 0.305610177789
890 0.576247337416 0.305610177789
900 0.576247589818 0.305610181109
910 0.576247806063 0.305610181109
920 0.576247998424 0.305610182246
930 0.57624809016 0.305610184142
940 0.576248195705 0.305610185053
950 0.576248195705 0.305610185053
960 0.576248203239 0.30561019069
970 0.576248203239 0.305610205801
980 0.576248210773 0.305610205801
990 0.576248257339 0.305610207894
1000 0.576248280475 0.305610207894
1010 0.57624832152 0.305610215428
1020 0.576248333365 0.305610215428
1030 0.57624834987 0.305610222648
1040 0.576248353658 0.305610228035
1050 0.576248353658 0.305610231535
1060 0.576248367504 0.305610231535
1070 0.576248380763 0.305610234885
1080 0.576248380763 0.305610234885
1090 0.576248380763 0.30561023799
1100 0.576248411142 0.30561023799
1110 0.576248425372 0.305610238645
1120 0.576248442707 0.305610240295
1130 0.576248448019 0.305610240295
1140 0.576248451333 0.305610240295
1150 0.576248463273 0.305610244217
1160 0.576248463273 0.305610244217
1170 0.576248476826 0.305610244217
1180 0.576248481024 0.305610244217
1190 0.576248483053 0.305610245189
1200 0.576248484381 0.305610246803
1210 0.576248489368 0.305610247897
1220 0.576248491372 0.305610247897
1230 0.576248491372 0.305610248286
1240 0.576248492794 0.305610249569
1250 0.576248493959 0.305610249569
1260 0.576248495322 0.305610250034
1270 0.576248497646 0.305610250944
1280 0.576248498369 0.305610251456
1290 0.576248499274 0.305610251456
1300 0.576248501331 0.30561025165
1310 0.576248501784 0.305610252189
1320 0.576248503221 0.305610252705
1330 0.576248505421 0.305610252841
1340 0.576248505935 0.305610252841
1350 0.576248506173 0.305610252885
1360 0.576248506226 0.305610252981
1370 0.576248506266 0.305610252981
1380 0.576248506381 0.305610252981
1390 0.576248506417 0.305610253002
1400 0.576248506473 0.305610253023
1410 0.576248506562 0.305610253023
1420 0.576248506572 0.305610253026
1430 0.576248506583 0.30561025303
1440 0.576248506611 0.30561025303
1450 0.576248506654 0.30561025303
1460 0.576248506675 0.30561025303
1470 0.576248506675 0.30561025303
1480 0.576248506675 0.305610253031
1490 0.576248506675 0.305610253031
1500 0.576248506705 0.305610253032
1510 0.576248506714 0.305610253032
1520 0.576248506723 0.305610253033
1530 0.576248506728 0.305610253033
1540 0.576248506728 0.305610253034
1550 0.576248506731 0.305610253034
1560 0.576248506731 0.305610253034
1570 0.576248506734 0.305610253034
1580 0.576248506738 0.305610253034
1590 0.576248506742 0.305610253034
1600 0.576248506742 0.305610253034
1610 0.576248506743 0.305610253034
1620 0.576248506744 0.305610253034
1630 0.576248506744 0.305610253034
1640 0.576248506745 0.305610253034
1650 0.576248506745 0.305610253034
1660 0.576248506745 0.305610253034
1670 0.576248506746 0.305610253034
1680 0.576248506746 0.305610253034
1690 0.576248506746 0.305610253034
1700 0.576248506747 0.305610253034
1710 0.576248506747 0.305610253034
1720 0.576248506747 0.305610253034
1730 0.576248506747 0.305610253034
1740 0.576248506747 0.305610253034
1750 0.576248506747 0.305610253034
1760 0.576248506747 0.305610253034
1770 0.576248506747 0.305610253034
1780 0.576248506747 0.305610253034
1790 0.576248506748 0.305610253034
1800 0.576248506748 0.305610253034
1810 0.576248506748 0.305610253034
1820 0.576248506748 0.305610253034
1830 0.576248506748 0.305610253034
1840 0.576248506748 0.305610253034
1850 0.576248506748 0.305610253034
1860 0.576248506748 0.305610253034
1870 0.576248506748 0.305610253034
1880 0.576248506748 0.305610253034
1890 0.576248506748 0.305610253034
1900 0.576248506748 0.305610253034
1910 0.576248506748 0.305610253034
1920 0.576248506748 0.305610253034
1930 0.576248506748 0.305610253034
1940 0.576248506748 0.305610253034
1950 0.576248506748 0.305610253034
